subject,lhWhiteSurfArea,lhMeanThickness,rhWhiteSurfArea,rhMeanThickness,WhiteSurfArea,MeanThickness,lhCortexVol,rhCortexVol,CortexVol,lhCorticalWhiteMatterVol,rhCorticalWhiteMatterVol,CorticalWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,IntraCranialVol
0051281,87843.1,3.17617,87954.6,3.09907,175797.7,3.13762,318730.391695,308355.150406,627085.542102,209007.578125,209395.328125,418402.90625,178158.0,805243.542102,1140471.42522,1444305.60047
0051282,73874.7,2.70301,71315.5,2.70517,145190.2,2.70409,225222.092794,220331.421222,445553.514015,186271.90625,183089.921875,369361.828125,174519.0,620072.514015,907367.464952,1213240.18278
0051291,90674.5,2.87421,90356.8,2.83222,181031.3,2.853215,290396.267414,288291.70476,578687.972174,265313.625,264979.75,530293.375,214447.0,793134.972174,1230493.79729,1680399.39674
0051292,70154.2,2.84999,71164.3,2.87124,141318.5,2.860615,232942.326892,235883.719149,468826.046041,189110.71875,190780.140625,379890.859375,209443.0,678269.046041,954850.306702,1364019.39157
0051293,85463.8,2.69286,84517.4,2.638,169981.2,2.66543,257651.891642,246754.692253,504406.583896,200637.546875,199280.359375,399917.90625,178131.0,682537.583896,997229.951521,1157611.02329
0051294,104758.0,2.94204,106672.0,2.83588,211430.0,2.88896,333278.612166,326741.25388,660019.866047,264880.078125,266574.875,531454.953125,200558.0,860577.866047,1296505.68005,1410164.04641
0051295,84203.8,3.0131,83045.8,3.01396,167249.6,3.01353,293149.302465,288940.626569,582089.929034,222116.53125,219040.0,441156.53125,218274.0,800363.929034,1148736.71256,1486287.6397
0051470,109617.0,2.6313,110230.0,2.66018,219847.0,2.64574,313360.834018,317595.336236,630956.170254,321500.390625,327861.90625,649362.296875,238374.0,869330.170254,1393571.92602,2021288.04629
0051297,80355.1,3.09929,78151.5,2.81677,158506.6,2.95803,291832.95544,257373.598631,549206.554072,203841.328125,195097.234375,398938.5625,201932.0,751138.554072,1048208.07924,1430133.9546
0051298,106144.0,3.04053,105742.0,3.01497,211886.0,3.02775,357255.885957,354455.903589,711711.789547,257786.609375,257833.96875,515620.578125,214425.0,926136.789547,1337390.00891,1345049.89617
0051299,93952.3,2.53307,94073.5,2.57874,188025.8,2.555905,268989.268731,269921.623715,538910.892446,246078.734375,248586.03125,494664.765625,179149.0,718059.892446,1136465.44457,1435527.15471
0051300,89138.0,2.96767,87421.2,2.95411,176559.2,2.96089,296971.03389,288321.799185,585292.833075,242817.59375,237805.734375,480623.328125,208533.0,793825.833075,1173978.85413,1527922.73166
0051301,85138.9,2.86891,84917.7,2.91994,170056.6,2.894425,278104.963633,278645.691982,556750.655615,236263.65625,238222.8125,474486.46875,203355.0,760105.655615,1152446.70965,1557463.35039
0051302,97090.3,3.20276,97330.8,3.15656,194421.1,3.17966,348055.726087,345604.551439,693660.277526,239964.984375,236994.65625,476959.640625,203880.0,897540.277526,1276883.72647,1583711.64138
0051303,84306.6,3.00194,83589.6,2.96884,167896.2,2.98539,282922.489361,282000.304541,564922.793903,232194.203125,229501.109375,461695.3125,182550.0,747472.793903,1131530.92889,1475366.94827
0051304,90802.9,3.15551,91086.9,3.08036,181889.8,3.117935,319789.669305,311541.762697,631331.432002,256165.34375,256594.671875,512760.015625,230789.0,862120.432002,1274250.32533,1498098.03761
0051305,80219.0,2.69806,78402.5,2.64319,158621.5,2.670625,243909.700946,237488.225973,481397.926919,214888.484375,209379.515625,424268.0,162359.0,643756.926919,1002541.83159,994435.79663
0051306,96496.1,3.02026,99159.6,2.94524,195655.7,2.98275,326863.211582,327034.068352,653897.279933,233468.421875,236467.515625,469935.9375,202115.0,856012.279933,1224269.07767,1528345.27544
0051307,86083.4,3.02377,86204.7,3.04107,172288.1,3.03242,296376.416559,300290.966286,596667.382845,213930.171875,212288.75,426218.921875,197894.0,794561.382845,1121643.59359,1223030.13988
0051472,102535.0,2.92042,104736.0,2.88842,207271.0,2.90442,340496.422952,343062.848533,683559.271484,306027.15625,308163.703125,614190.859375,263810.0,947369.271484,1430236.83269,2054794.73255
0051309,83681.8,2.83564,84737.6,2.76095,168419.4,2.798295,259084.601536,255173.205377,514257.806913,221747.09375,222324.65625,444071.75,205641.0,719898.806913,1058787.84168,1197545.15455
0051311,84190.0,2.87519,84290.1,2.84489,168480.1,2.86004,265853.047717,264468.251296,530321.299013,213058.28125,212963.53125,426021.8125,188021.0,718342.299013,1062881.12894,1246652.02006
0051312,61907.1,2.61127,62498.1,2.65615,124405.2,2.63371,187833.362,192906.105471,380739.467471,179050.953125,178157.328125,357208.28125,176696.0,557435.467471,869060.438907,1446860.40095
0051313,93585.8,2.8887,91997.8,2.91358,185583.6,2.90114,303137.144279,301229.238443,604366.382722,241120.265625,238246.984375,479367.25,189542.0,793908.382722,1196416.62293,1514535.68342
0051314,73241.2,2.53523,70871.2,2.61987,144112.4,2.57755,214112.653161,215022.64317,429135.296331,204141.6875,201941.484375,406083.171875,190242.0,619377.296331,952369.598825,1402647.08823
0051315,92181.2,2.91871,92316.1,2.79438,184497.3,2.856545,297529.515337,286203.919387,583733.434724,254453.015625,255409.53125,509862.546875,193800.0,777533.434724,1202511.72914,1378405.63948
0051316,86017.7,2.59232,78131.9,2.56363,164149.6,2.577975,258510.232541,228562.447037,487072.679578,229674.703125,213025.328125,442700.03125,208818.0,695890.679578,1047819.65617,1369543.31591
0051317,90520.2,2.77149,88979.2,2.7078,179499.4,2.739645,291983.490752,277877.023034,569860.513786,233880.671875,232438.703125,466319.375,212517.0,782377.513786,1149544.29098,1594914.0424
0051318,95705.7,2.66487,97383.4,2.67508,193089.1,2.669975,280022.635499,283743.893416,563766.528915,272595.5625,272912.953125,545508.515625,202313.0,766079.528915,1208461.79547,1353585.63508
0051319,93867.7,2.66086,94969.4,2.66604,188837.1,2.66345,276072.790292,281673.040613,557745.830905,262922.84375,262551.96875,525474.8125,203680.0,761425.830905,1190662.31966,1626859.45432
0051320,90031.4,2.51736,90687.6,2.46969,180719.0,2.493525,244824.57658,241958.057573,486782.634153,296505.421875,296219.6875,592725.109375,193846.0,680628.634153,1196469.43938,1505658.74701
0051321,84101.3,2.32116,84578.9,2.35778,168680.2,2.33947,211712.26358,211942.960574,423655.224154,242438.71875,244131.453125,486570.171875,167133.0,590788.224154,994719.771162,1024508.01123
0051322,80226.9,2.83308,79649.4,2.80219,159876.3,2.817635,251161.285378,248573.568401,499734.853778,229028.390625,225958.90625,454987.296875,186273.0,686007.853778,1044574.01375,1269694.19978
0051323,100861.0,2.61122,101679.0,2.56516,202540.0,2.58819,292187.195347,287903.682715,580090.878062,280485.515625,277986.609375,558472.125,186074.0,766164.878062,1240439.92843,1492110.54401
0051324,89123.0,2.39484,87699.5,2.45489,176822.5,2.424865,239006.715204,242806.731752,481813.446956,254793.90625,249690.46875,504484.375,114557.0,596370.446956,1098180.38481,1354299.96883
0051325,71464.2,2.60599,71805.3,2.58822,143269.5,2.597105,208918.674884,210058.301356,418976.97624,208635.359375,205325.625,413960.984375,186735.0,605711.97624,934738.445897,1222333.52251
0051326,93290.2,2.45936,94941.2,2.4455,188231.4,2.45243,252199.057501,254412.268981,506611.326482,282400.421875,282735.53125,565135.953125,190797.0,697408.326482,1182556.97594,1532905.33687
0051327,93675.2,2.55142,96168.7,2.54885,189843.9,2.550135,261882.891166,269669.821671,531552.712837,281759.484375,290206.1875,571965.671875,188064.0,719616.712837,1222224.50314,1509776.47615
0051328,98674.7,2.94225,99288.7,2.89671,197963.4,2.91948,338662.020301,334842.120168,673504.14047,256536.140625,255517.671875,512053.8125,223284.0,896788.14047,1294148.51007,1283753.2379
0051329,97033.5,2.86394,97774.1,2.82961,194807.6,2.846775,314826.282178,313307.207477,628133.489655,260162.203125,260259.1875,520421.390625,205990.0,834123.489655,1247462.19914,1232222.41675
0051330,91091.2,2.543,92819.3,2.55271,183910.5,2.547855,257265.035558,260968.148301,518233.183858,283812.5625,286181.578125,569994.140625,195453.0,713686.183858,1194807.35507,1620565.98353
0051331,91769.1,2.71996,92892.0,2.69437,184661.1,2.707165,280258.907551,281784.702613,562043.610164,265064.421875,266552.78125,531617.203125,209492.0,771535.610164,1203055.36915,1685035.7102
0051332,103549.0,2.83502,103863.0,2.80872,207412.0,2.82187,324833.698901,321097.245288,645930.944188,307908.65625,303860.65625,611769.3125,230299.0,876229.944188,1373849.07912,1961793.94665
0051333,87407.7,2.61526,88929.8,2.61869,176337.5,2.616975,252106.471011,255320.721111,507427.192123,262771.234375,263611.421875,526382.65625,207422.0,714849.192123,1139559.19669,1673434.64491
0051468,103553.0,2.76284,105283.0,2.77579,208836.0,2.769315,322772.605455,331604.453936,654377.059391,293356.890625,295056.625,588413.515625,219966.0,874343.059391,1341415.52745,1948265.90508
0051335,81404.2,2.66653,81315.7,2.7409,162719.9,2.703715,246386.905848,248853.244416,495240.150264,235148.796875,231686.0,466834.796875,199502.0,694742.150264,1058066.19525,1487721.35833
0051336,87865.4,2.58332,90039.5,2.52962,177904.9,2.55647,258834.468352,257108.96574,515943.434092,276055.015625,283874.640625,559929.65625,197546.0,713489.434092,1179863.89076,1659232.89152
0051338,82170.2,2.74217,83749.6,2.72844,165919.8,2.735305,253882.371611,255267.023392,509149.395003,228064.359375,231298.578125,459362.9375,197030.0,706179.395003,1063109.34448,1421052.11877
0051339,91595.4,2.78396,93880.6,2.75075,185476.0,2.767355,284279.062334,288817.185926,573096.24826,286450.25,291788.734375,578238.984375,202749.0,775845.24826,1264052.12682,1535616.6802
0051340,83753.0,2.65765,83109.6,2.72224,166862.6,2.689945,249570.41236,254251.313339,503821.725699,242431.0625,242371.0,484802.0625,211078.0,714899.725699,1100975.25932,1490277.25937
0051341,85710.0,2.55135,87825.3,2.51756,173535.3,2.534455,242415.350795,244571.728491,486987.079287,244346.78125,245830.125,490176.90625,198064.0,685051.079287,1070792.31091,1355151.13044
0051342,88707.3,2.66983,87790.1,2.70333,176497.4,2.68658,261773.542779,260364.225627,522137.768406,265021.421875,261409.9375,526431.359375,196046.0,718183.768406,1156294.51173,1430077.887
0051343,91108.5,2.67954,91459.0,2.68701,182567.5,2.683275,274424.260151,274867.211817,549291.471967,264046.46875,264900.6875,528947.15625,203753.0,753044.471967,1187519.73062,1625447.2894
0051344,92472.3,2.71421,95524.8,2.7058,187997.1,2.710005,281756.193071,286905.410294,568661.603365,243348.296875,249129.796875,492478.09375,198887.0,767548.603365,1162092.06452,1228138.90971
0051345,84267.0,2.65628,84388.2,2.63196,168655.2,2.64412,251594.689527,248291.945025,499886.634552,216619.859375,214916.109375,431535.96875,189796.0,689682.634552,1030993.46776,1401140.44874
0051346,81899.8,2.73045,82792.5,2.75432,164692.3,2.742385,256682.142418,258951.521809,515633.664227,215352.6875,215248.875,430601.5625,198638.0,714271.664227,1036920.52115,1327310.30572
0051347,93651.3,2.69755,93728.8,2.66008,187380.1,2.678815,283739.268782,280896.952657,564636.221439,257144.125,256793.59375,513937.71875,205277.0,769913.221439,1174724.67912,1667394.07655
0051348,80828.6,3.16289,81144.5,3.15155,161973.1,3.15722,297804.623504,295647.94829,593452.571793,202163.1875,201752.421875,403915.609375,223254.0,816706.571793,1110651.25289,1480631.13375
0051349,86699.6,2.93245,87223.1,2.91259,173922.7,2.92252,293098.898329,289327.426395,582426.324724,215008.203125,211606.546875,426614.75,191062.0,773488.324724,1113697.86464,1238109.21131
0051350,92051.7,2.96945,90523.2,2.91591,182574.9,2.94268,304990.969672,301103.603755,606094.573427,241656.015625,233758.375,475414.390625,209891.0,815985.573427,1182042.45852,1612811.13958
0051351,83961.4,3.09822,85027.4,3.10538,168988.8,3.1018,304888.472612,303877.970152,608766.442764,211108.46875,213798.078125,424906.546875,218495.0,827261.442764,1142556.76121,1543159.98468
0051352,75139.3,2.85143,74478.3,2.97901,149617.6,2.91522,249528.381315,259646.673603,509175.054918,197119.640625,193420.328125,390539.96875,202014.0,711189.054918,993877.140038,1311434.87993
0051353,63083.2,2.84289,67587.1,2.62838,130670.3,2.735635,210498.76371,199707.230998,410205.994709,162559.546875,171986.828125,334546.375,212491.0,622696.994709,853896.24768,1505652.92064
0051354,88199.0,2.86942,88569.1,2.90319,176768.1,2.886305,284164.887001,285983.8211,570148.708101,210997.671875,212526.390625,423524.0625,199695.0,769843.708101,1085219.36449,1230230.33926
0051355,79784.3,3.04685,80737.8,2.97461,160522.1,3.01073,272500.836804,272847.047518,545347.884322,204686.21875,203632.234375,408318.453125,209317.0,754664.884322,1039029.32552,1085864.61309
0051356,103556.0,2.88814,105041.0,2.90487,208597.0,2.896505,339239.626503,342701.242144,681940.868647,240634.296875,245044.328125,485678.625,224910.0,906850.868647,1270386.84881,1672859.57969
0051357,87328.6,3.2108,87180.7,3.2361,174509.3,3.22345,318695.618663,319838.518576,638534.137239,211837.734375,212352.453125,424190.1875,225898.0,864432.137239,1163737.57055,1537145.4607
0051358,79153.2,3.11413,77504.9,3.10212,156658.1,3.108125,285189.344403,282520.894223,567710.238626,201660.28125,195743.015625,397403.296875,198396.0,766106.238626,1058053.43754,1392402.06338
0051359,97825.3,2.83465,97846.0,2.8438,195671.3,2.839225,309257.388162,309632.858429,618890.246591,276238.390625,272412.53125,548650.921875,200104.0,818994.246591,1265761.19695,1568710.67593
0051360,93409.6,2.89429,92535.5,2.89114,185945.1,2.892715,301746.921178,297517.794095,599264.715272,246987.265625,245862.5,492849.765625,209216.0,808480.715272,1210649.64129,1481737.76019
0051361,88739.3,2.82166,90251.8,2.80431,178991.1,2.812985,284534.473773,282884.889934,567419.363708,254793.03125,258592.921875,513385.953125,220453.0,787872.363708,1182608.86486,1213205.77615
0051362,79460.9,2.40388,79485.1,2.47356,158946.0,2.43872,211142.112551,216272.023573,427414.136123,238897.4375,239316.296875,478213.734375,167546.0,594960.136123,1004134.77585,1294727.48806
0051363,75181.9,2.61116,76526.1,2.59245,151708.0,2.601805,218143.412819,217646.142799,435789.555618,222326.078125,224730.359375,447056.4375,167242.0,603031.555618,972628.634416,1150808.68207
0051364,94835.5,2.74483,96101.1,2.73176,190936.6,2.738295,292670.455861,293835.839738,586506.295599,254630.421875,256811.53125,511441.953125,187504.0,774010.295599,1217661.23492,1632524.2564
0051365,78477.6,2.61369,79786.8,2.62109,158264.4,2.61739,227412.737017,230017.247617,457429.984634,224537.390625,228690.421875,453227.8125,176182.0,633611.984634,1015949.16424,1302550.50077
0051366,93697.8,2.81568,91828.8,2.81384,185526.6,2.81476,298740.269015,293576.440865,592316.70988,252913.828125,243475.453125,496389.28125,208778.0,801094.70988,1219232.34725,1581447.22745
0051367,84726.3,2.60332,85509.1,2.62948,170235.4,2.6164,250325.406622,253719.847916,504045.254538,243852.0,245970.375,489822.375,200622.0,704667.254538,1102850.79933,1416591.64773
0051368,83925.5,2.61964,83779.2,2.64199,167704.7,2.630815,243630.873647,248275.952536,491906.826183,246440.078125,247978.875,494418.953125,225404.0,717310.826183,1097026.02605,1510896.24265
0051369,102338.0,2.55484,104959.0,2.53203,207297.0,2.543435,285528.523239,291230.477087,576759.000326,267978.984375,271766.453125,539745.4375,185965.0,762724.000326,1217859.65639,1556973.96911
0051370,105498.0,2.71298,104864.0,2.65301,210362.0,2.682995,305017.352159,297944.074677,602961.426836,289372.015625,285827.609375,575199.625,206596.0,809557.426836,1282474.81243,1528062.02954
0051371,84456.0,2.55859,85428.2,2.53854,169884.2,2.548565,241846.841348,243051.788767,484898.630115,246328.375,245682.53125,492010.90625,174023.0,658921.630115,1083076.89796,1453772.00033
0051372,78435.1,2.66607,78251.9,2.72782,156687.0,2.696945,229829.914358,233141.349077,462971.263435,221340.03125,221045.765625,442385.796875,174135.0,637106.263435,993092.986643,1006971.79688
0051373,107516.0,2.60523,106653.0,2.63922,214169.0,2.622225,309809.680672,311162.062238,620971.742909,333941.65625,330735.671875,664677.328125,230007.0,850978.742909,1404282.08666,1706579.62274
0051606,82761.5,2.64644,83032.6,2.63688,165794.1,2.64166,242755.356568,242275.964893,485031.321461,265385.453125,263266.078125,528651.53125,161544.0,646575.321461,1108602.84897,1354278.08342
0051607,92298.7,2.71314,91417.2,2.73252,183715.9,2.72283,279935.785453,278492.646574,558428.432027,265362.5,264159.3125,529521.8125,218138.0,776566.432027,1209691.7131,1497617.93462
0050661,81090.5,2.52319,81515.2,2.55705,162605.7,2.54012,231795.989814,234236.369572,466032.359386,217039.609375,217705.046875,434744.65625,176038.0,642070.359386,989329.380318,1254616.26953
0050667,85415.9,2.59153,87563.9,2.58195,172979.8,2.58674,247475.262999,251312.194356,498787.457355,268662.0625,277057.328125,545719.390625,193211.0,691998.457355,1147794.80001,1561301.04297
0050669,85191.9,2.54924,86773.7,2.56695,171965.6,2.558095,241040.426715,245172.454291,486212.881006,258307.21875,263801.0625,522108.28125,201077.0,687289.881006,1105002.80147,1371915.81046
0050707,83441.3,2.6457,82162.1,2.71319,165603.4,2.679445,244122.210344,243856.379661,487978.590005,225432.5,225522.46875,450954.96875,196734.0,684712.590005,1039913.63576,1028736.21441
0050740,91005.0,2.90733,93814.1,2.84606,184819.1,2.876695,297533.641848,297769.09004,595302.731888,241284.5625,246242.578125,487527.140625,189404.0,784706.731888,1195786.16912,1132361.9371
0050682,81074.4,2.22715,82791.7,2.27735,163866.1,2.25225,199938.53939,208688.58123,408627.12062,245006.765625,243523.46875,488530.234375,190594.0,599221.12062,1005132.70651,1272797.49249
0050683,90347.5,2.61656,90868.6,2.52095,181216.1,2.568755,254786.189003,246902.368599,501688.557602,263016.375,261856.5,524872.875,184859.0,686547.557602,1128902.77817,1074386.83576
0050685,95040.5,2.5484,94734.6,2.54719,189775.1,2.547795,266854.072824,263860.63651,530714.709333,292680.1875,295352.6875,588032.875,194396.0,725110.709333,1227864.40141,1219872.50427
0050686,71786.6,2.44603,73625.6,2.48249,145412.2,2.46426,194594.280683,198836.731457,393431.012139,232497.765625,238352.9375,470850.703125,175946.0,569377.012139,973105.713219,1010044.11022
0050687,101666.0,2.59683,104042.0,2.56828,205708.0,2.582555,295205.445894,294800.673373,590006.119268,298357.78125,301719.75,600077.53125,210238.0,800244.119268,1301587.87513,1338976.83212
0050688,84621.2,2.4016,86482.8,2.46765,171104.0,2.434625,225243.326325,233107.299065,458350.62539,242272.109375,244495.453125,486767.5625,183719.0,642069.62539,1047123.00415,1126287.95277
0050689,104017.0,2.52791,103619.0,2.56452,207636.0,2.546215,285622.711032,284187.642793,569810.353825,280372.921875,279643.09375,560016.015625,205227.0,775037.353825,1240052.52705,1214542.04161
0050690,84619.3,2.48559,87174.4,2.38932,171793.7,2.437455,231600.39866,226910.366372,458510.765032,251220.140625,255376.359375,506596.5,193260.0,651770.765032,1068824.16486,1180836.16879
0050691,96673.6,2.6452,96686.3,2.55866,193359.9,2.60193,281343.928584,273727.737762,555071.666345,275780.546875,275657.359375,551437.90625,191804.0,746875.666345,1221562.4693,1250217.65923
0050692,106205.0,2.53675,107365.0,2.54128,213570.0,2.539015,291954.684023,291534.607222,583489.291245,327875.953125,330674.765625,658550.71875,219907.0,803396.291245,1358453.33309,1301881.19718
0050693,89240.2,2.30023,90908.2,2.31954,180148.4,2.309885,223983.996828,230217.228475,454201.225303,245790.875,249648.359375,495439.234375,195891.0,650092.225303,1050549.95759,1150228.72229
0050694,84771.0,2.62651,85802.3,2.63805,170573.3,2.63228,245726.890777,244201.157634,489928.048411,248340.46875,251042.0625,499382.53125,196568.0,686496.048411,1122750.10101,1520497.8742
0050695,94427.0,2.6199,94726.1,2.53475,189153.1,2.577325,277494.145115,269742.320014,547236.465129,251879.1875,253442.546875,505321.734375,191721.0,738957.465129,1174751.29376,1451855.31396
0050696,89967.4,2.65796,90386.4,2.65855,180353.8,2.658255,269267.639641,268139.989932,537407.629574,259932.234375,264116.109375,524048.34375,198126.0,735533.629574,1183696.49221,1341122.33952
0050697,79631.0,2.616,80830.1,2.65291,160461.1,2.634455,235442.220529,236938.962512,472381.183041,218102.5,221955.5,440058.0,163114.0,635495.183041,1015858.60199,1179842.79709
0050698,98918.8,2.47743,100234.0,2.45432,199152.8,2.465875,268231.955098,270494.500805,538726.455903,288860.296875,292007.25,580867.546875,202576.0,741302.455903,1256322.62257,1428658.51486
0050699,92897.2,2.58215,94583.4,2.52138,187480.6,2.551765,270364.471534,265270.70943,535635.180964,258543.5625,261629.90625,520173.46875,225929.0,761564.180964,1179909.78086,1432721.34214
0050700,88864.3,2.70759,89638.2,2.55866,178502.5,2.633125,260184.533884,245623.761804,505808.295688,264547.78125,264454.0,529001.78125,204115.0,709923.295688,1164250.99946,1391973.67179
0050701,88445.8,2.43347,89922.6,2.47245,178368.4,2.45296,238552.244732,243198.535545,481750.780276,232012.796875,232762.203125,464775.0,169317.0,651067.780276,1046310.33553,1078137.81015
0050702,102258.0,2.84812,102763.0,2.79344,205021.0,2.82078,332211.210031,321234.014197,653445.224228,304588.359375,309327.234375,613915.59375,214367.0,867812.224228,1420573.67638,1378831.65235
0050703,97634.9,2.30978,97780.0,2.32602,195414.9,2.3179,243144.057817,245262.70614,488406.763957,271248.640625,271666.40625,542915.046875,182472.0,670878.763957,1137269.12915,1345495.52794
0050704,101964.0,2.39908,102532.0,2.45494,204496.0,2.42701,266783.725322,270859.80204,537643.527362,329102.65625,331132.671875,660235.328125,200143.0,737786.527362,1333987.35116,1314372.13054
0050705,85365.1,2.54758,86921.3,2.53366,172286.4,2.54062,245593.441178,247665.662171,493259.103349,239012.09375,243198.3125,482210.40625,185528.0,678787.103349,1084195.36719,1109293.78953
0050706,96208.1,2.37844,97820.3,2.30595,194028.4,2.342195,251551.360405,247310.376297,498861.736702,266631.4375,266513.859375,533145.296875,185725.0,684586.736702,1149516.36613,1122559.47751
0050232,98797.7,2.5879,98638.2,2.60778,197435.9,2.59784,284363.313034,284433.346102,568796.659136,284214.78125,278385.4375,562600.21875,222327.0,791123.659136,1253411.58165,1422992.48579
0050233,109236.0,2.65991,109868.0,2.66703,219104.0,2.66347,317255.722711,318397.584463,635653.307175,297048.171875,297566.015625,594614.1875,224745.0,860398.307175,1345546.7777,1335543.09074
0050708,79046.7,2.49548,80147.5,2.42785,159194.2,2.461665,216712.026543,212813.03327,429525.059813,270432.921875,273952.0,544384.921875,200254.0,629779.059813,1091595.16246,1030807.11949
0050709,97007.8,2.37014,97116.0,2.45199,194123.8,2.411065,250374.385338,255069.691479,505444.076817,293207.984375,295166.5,588374.484375,179413.0,684857.076817,1211506.86549,1460149.17493
0050710,81442.1,2.42187,83375.9,2.38818,164818.0,2.405025,221052.124509,220338.070676,441390.195185,229089.53125,234895.265625,463984.796875,181375.0,622765.195185,1012319.88707,1088767.45491
0050711,83688.1,2.67672,83799.9,2.7386,167488.0,2.70766,251826.613131,254467.945692,506294.558823,239923.0625,240170.75,480093.8125,189927.0,696221.558823,1120222.35657,1374468.53408
0050722,80943.5,2.8737,78898.8,2.70457,159842.3,2.789135,264677.769326,244834.623695,509512.393021,214178.265625,210775.890625,424954.15625,200961.0,710473.393021,1045219.82986,1223542.74946
0050723,78920.1,2.72135,80710.2,2.70752,159630.3,2.714435,242171.230361,244209.944022,486381.174383,218034.453125,217609.875,435644.328125,185508.0,671889.174383,1039001.42796,1157603.80719
0050724,92463.8,2.77954,93937.8,2.71936,186401.6,2.74945,289984.276288,284450.967759,574435.244047,255152.203125,254007.640625,509159.84375,213587.0,788022.244047,1198249.84084,1125063.83352
0050725,94040.5,2.63912,94329.7,2.66332,188370.2,2.65122,276376.046837,272741.317582,549117.364418,259982.5625,263413.65625,523396.21875,206366.0,755483.364418,1201383.53113,1312871.11629
0050726,94051.4,2.82709,94257.4,2.76071,188308.8,2.7939,301076.137309,291582.653749,592658.791058,259371.53125,253969.984375,513341.515625,218300.0,810958.791058,1223606.14051,1210792.55297
0050727,86949.9,2.75346,88069.5,2.75153,175019.4,2.752495,266719.994059,268612.335814,535332.329873,234359.296875,236567.828125,470927.125,193856.0,729188.329873,1111852.03069,1116146.14875
0050728,80091.6,2.70512,80180.0,2.76158,160271.6,2.73335,245096.491653,248536.506547,493632.998201,226160.375,228537.9375,454698.3125,191351.0,684983.998201,1050982.97745,1005257.5865
0050730,82989.4,2.81762,85127.2,2.8676,168116.6,2.84261,264563.603951,275612.599627,540176.203578,209993.703125,213144.34375,423138.046875,177766.0,717942.203578,1063377.69156,1178186.55438
0050731,95744.3,2.54231,96359.2,2.51618,192103.5,2.529245,267684.098172,264703.735411,532387.833583,280618.890625,281305.53125,561924.421875,191841.0,724228.833583,1230202.22147,1547097.60006
0050732,96409.9,2.67765,95972.2,2.70985,192382.1,2.69375,292084.554988,291890.7292,583975.284188,269613.375,272661.890625,542275.265625,230439.0,814414.284188,1259834.10084,1591935.49148
0050733,86671.0,2.73372,85924.1,2.69444,172595.1,2.71408,270784.089908,262100.694717,532884.784626,234419.734375,233894.09375,468313.828125,204086.0,736970.784626,1118632.1184,1102227.67642
0050734,86325.0,2.59893,88205.4,2.59084,174530.4,2.594885,250105.181004,254969.688725,505074.86973,237667.609375,241907.796875,479575.40625,183984.0,689058.86973,1078879.45952,1008356.94952
0050735,75590.7,2.69964,77066.1,2.69747,152656.8,2.698555,229939.609577,233603.007453,463542.61703,189308.359375,192745.828125,382054.1875,165357.0,628899.61703,944172.293394,843529.75159
0050736,76840.4,2.66679,77590.8,2.60252,154431.2,2.634655,229768.650847,226821.407058,456590.057905,212914.234375,211417.625,424331.859375,168593.0,625183.057905,987977.481437,968153.324909
0050737,92986.0,3.02749,94644.9,2.91891,187630.9,2.9732,317883.150903,308965.125751,626848.276654,257547.96875,255946.234375,513494.203125,228683.0,855531.276654,1271151.39514,1256076.26099
0050738,94426.7,2.61452,97631.8,2.67637,192058.5,2.645445,275693.749681,284498.174101,560191.923782,255297.8125,259442.640625,514740.453125,192696.0,752887.923782,1176370.84726,1115079.68629
0050739,105617.0,2.6021,105782.0,2.61658,211399.0,2.60934,297471.02771,299747.239382,597218.267091,295967.359375,295919.6875,591887.046875,194810.0,792028.267091,1301634.39915,1200891.70012
0050741,87049.0,2.85644,87420.5,2.84121,174469.5,2.848825,280955.124572,277279.310358,558234.434929,249450.0625,251204.0625,500654.125,191091.0,749325.434929,1176884.80183,1080783.73889
0050742,93833.6,2.76764,94768.2,2.84996,188601.8,2.8088,289212.465663,296415.763336,585628.228999,262129.1875,266782.515625,528911.703125,209426.0,795054.228999,1223595.76126,1254740.53546
0050743,79911.6,2.78748,80010.0,2.80039,159921.6,2.793935,252372.942786,250580.834254,502953.777041,221991.265625,221726.359375,443717.625,167143.0,670096.777041,1048256.23951,994728.585761
0050744,63859.7,2.69839,64404.9,2.62416,128264.6,2.661275,204093.28058,199369.640667,403462.921247,170013.578125,168496.125,338509.703125,168395.0,571857.921247,849862.769391,1008228.98037
0050745,83982.6,2.87006,83411.6,2.84315,167394.2,2.856605,268278.302451,267188.999276,535467.301727,222743.34375,224003.53125,446746.875,181212.0,716679.301727,1085499.26285,1013521.15759
0050746,84424.2,2.68145,85582.6,2.61372,170006.8,2.647585,257313.332815,253275.554368,510588.887182,210449.28125,211764.578125,422213.859375,192573.0,703161.887182,1038029.16289,1026810.17907
0050747,91393.4,2.7314,94012.2,2.75926,185405.6,2.74533,271392.144956,280550.325826,551942.470782,265241.671875,270332.921875,535574.59375,200216.0,752158.470782,1210632.31557,1071987.16234
0050748,82234.2,2.9786,83331.5,2.95281,165565.7,2.965705,280996.010305,278169.670544,559165.680849,229479.71875,229214.828125,458694.546875,181433.0,740598.680849,1113045.81432,1238523.48889
0050749,81800.6,2.544,84068.8,2.61421,165869.4,2.579105,235093.557994,245790.925871,480884.483865,249745.09375,253326.125,503071.21875,185327.0,666211.483865,1095318.23557,1018901.51954
